claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
783403383,05/25/2008,3,0,386.23,0,HXK-316525,02/15/1983,992,3000,2,1,8/1/1954,4,6/2/1983,0,217,1,6,07/19/1974,1
234476493,5/4/2008,3,0,68.41,0,BXX-567559,1/3/1999,168,1000,3,1,02/27/1972,1,04/29/1992,0,56,0,2,11/3/1997,1
992489915,12/1/2008,3,0,48.87,0,LWT-724991,01/20/1986,116,1000,1,0,7/5/1947,1,11/8/1992,1,26,0,1,04/28/1975,1
687457313,7/9/2008,2,0,7.59,0,NTA-377586,01/14/2008,57,500,2,1,06/15/1990,2,11/22/2008,0,16,1,10,01/14/2008,1
328057516,03/28/2008,3,1,1063,0,UGC-800511,07/30/1971,1063,3000,3,1,12/12/1937,2,5/7/1975,0,517,0,1,2/12/1964,1
940865928,6/2/2008,1,1,20.12,0,CDL-468947,2/9/2004,133,1000,1,1,8/9/1975,1,10/22/1999,0,29,0,1,6/8/2003,0
657223714,03/13/2008,2,1,27.75,0,CLS-480951,6/3/2008,91,3000,2,0,10/28/1989,2,09/27/2008,0,19,1,5,6/3/2008,1
109278038,10/22/2008,5,0,15.28,1,JZW-063672,12/11/1992,360,1000,1,1,09/26/1958,5,5/11/1998,0,101,0,1,10/9/1984,1
231961359,11/19/2008,1,0,3.76,0,NIL-604979,3/11/1993,129,1000,2,1,9/12/1946,5,10/14/1998,0,64,1,2,6/2/1985,1
988337399,04/26/2008,5,0,2.66,0,AMI-859211,07/17/1984,80,3000,1,0,12/23/1955,2,2/11/2002,0,34,1,5,1/9/1982,1
190727062,10/27/2008,1,0,2.92,1,GQZ-784558,1/11/1967,57,500,5,1,10/19/1932,4,11/25/1989,1,11,1,2,12/1/1961,1
950790302,01/30/2008,3,0,380.56,0,DMM-182219,6/8/1972,1000,3000,1,1,10/29/1935,4,07/18/1988,0,275,0,1,8/9/1963,1
328413512,01/20/2008,2,0,21.59,0,WTD-453088,9/11/1983,214,500,2,0,01/19/1941,4,09/22/2003,0,55,1,2,05/24/1973,0
702742137,04/19/2008,2,1,348.78,0,XLV-592915,08/29/1988,1149,1000,1,0,11/5/1952,4,04/13/2002,0,203,1,2,07/25/1978,1
231622407,02/13/2008,4,0,157.21,0,YRI-744092,04/23/1994,416,2000,3,1,4/4/1932,2,06/15/1986,0,55,1,2,03/25/1989,1
676522240,8/1/2008,3,0,28.98,0,ATQ-129285,12/18/1999,91,1000,1,1,01/22/1937,2,10/16/1996,0,58,1,2,07/26/1992,1
729870028,11/25/2008,5,0,3.59,1,CIK-502314,07/31/1974,79,3000,2,0,01/26/1934,2,12/29/1977,1,25,1,2,11/14/1960,1
633839850,4/10/2008,2,0,210.5,0,WTO-242346,10/14/1970,1975,3000,2,1,3/8/1930,4,5/6/1970,1,317,1,2,10/24/1957,1
418564284,05/25/2008,3,1,96,0,ZLV-333022,01/31/2008,96,1000,1,0,12/2/1987,3,6/12/2008,0,24,0,3,2/2/2006,1
28747659,03/19/2008,1,0,3.98,0,QDR-720943,09/19/1986,133,1000,5,0,09/20/1952,3,07/18/1987,0,194,1,4,8/9/1976,1
572850092,6/4/2008,4,0,515.14,0,OIE-478274,01/18/1968,1230,3000,4,0,07/18/1939,2,04/21/1985,0,300,1,5,3/5/1962,1
85176093,8/7/2008,3,0,19.21,0,UKR-079383,7/6/1990,61,3000,2,0,09/25/1934,2,05/27/2001,1,10,1,2,11/18/1984,1
568387864,05/29/2008,5,0,8.82,0,DWM-434846,12/31/1993,262,3000,3,0,06/13/1964,4,07/28/1994,0,103,1,2,01/29/1991,1
18939025,11/28/2008,2,0,12.22,0,YBK-462517,06/16/2004,88,500,1,1,02/23/1962,5,05/14/2000,0,91,0,1,05/25/1999,1
820551419,05/31/2008,5,0,6.28,0,WGU-447649,3/1/1975,80,500,2,1,11/8/1933,4,12/11/1985,1,11,0,1,10/3/1964,1
483460456,10/17/2008,4,0,30.41,0,PAM-827035,02/13/2008,72,500,5,0,07/26/1987,3,10/19/2008,0,29,1,3,06/23/2006,1
948440184,8/5/2008,5,0,60.27,0,FZJ-144917,9/4/2004,1235,3000,2,0,09/17/1959,4,12/11/2003,0,98,1,2,03/15/1999,1
506103163,12/10/2008,1,0,6.07,0,ZLI-499096,09/23/1978,141,500,2,0,10/3/1936,2,02/13/1998,0,88,1,2,5/3/1968,0
491140676,10/28/2008,4,0,322.06,0,PLC-755659,11/7/2004,786,2000,1,1,3/6/1974,2,12/14/2002,0,79,1,3,10/29/2000,0
196673740,05/31/2008,1,0,25.98,0,JVT-609189,5/7/1977,520,3000,1,1,5/9/1940,2,04/13/1999,0,34,1,2,8/10/1967,1
132833755,02/29/2008,3,0,467.18,0,IDR-882024,9/4/2000,1125,3000,3,1,09/15/1964,2,06/23/1995,0,43,1,2,08/15/1995,1
212081826,08/18/2008,5,0,2.66,0,EXI-556035,8/6/2006,57,2000,3,0,7/5/1985,1,4/1/2006,0,29,0,1,01/27/2006,1
351677841,8/7/2008,1,0,6.81,0,PVS-118894,04/25/2007,126,3000,2,1,11/8/1979,3,11/27/2007,0,34,0,1,11/13/2002,1
207333415,02/24/2008,1,0,8.27,0,TGN-983753,08/25/1994,123,500,2,1,10/15/1968,2,8/5/1996,0,48,0,1,09/24/1993,1
611101771,04/23/2008,5,0,15.84,0,SFO-513472,11/26/1997,284,3000,2,0,06/21/1963,3,08/30/1996,0,36,0,1,10/6/1989,1
419060722,6/5/2008,3,1,70,1,KDN-976970,8/12/1988,70,2000,1,1,11/6/1929,2,07/18/2001,1,15,0,1,10/17/1982,1
196934976,4/4/2008,2,0,8.42,0,FRT-416417,1/3/1975,93,500,2,1,04/13/1937,1,03/28/1994,1,10,0,1,4/5/1968,1
14836575,10/20/2008,5,0,5.51,0,RHX-763206,10/9/2007,115,1000,1,0,10/18/1982,4,01/29/2007,0,21,0,1,04/27/2005,1
873339458,5/6/2008,2,0,9.57,0,DZP-377046,09/28/1996,144,500,1,1,12/6/1967,4,10/24/1996,0,42,0,1,05/19/1988,1
682073844,07/16/2008,1,0,50.52,0,EJD-669605,6/12/1987,1023,3000,4,1,5/11/1953,3,08/18/2003,0,154,0,2,1/8/1976,1
273450683,05/30/2008,3,0,141.71,0,NPO-169161,08/19/1992,357,1000,5,1,11/30/1961,3,03/17/1998,0,67,1,3,08/16/1986,1
186805347,11/4/2008,1,0,4.85,0,PRO-133328,08/17/2000,102,1000,2,0,6/9/1970,4,01/14/1999,0,61,0,3,12/22/1994,1
697791903,06/23/2008,3,1,130,0,XUL-742693,3/5/1998,130,1000,5,1,10/7/1944,2,12/3/1995,0,49,0,1,09/23/1990,1
117778063,3/2/2008,3,0,40.25,0,UQE-306784,4/6/2006,133,500,4,0,01/15/1976,3,2/11/2003,0,45,0,5,07/31/2004,1
147784994,04/19/2008,5,0,6.18,0,SVU-671249,04/18/2008,111,3000,4,1,01/17/1984,4,10/25/2008,0,34,1,6,3/6/2005,1
907734618,03/25/2008,1,0,14.01,0,ACL-228963,3/3/1990,313,2000,2,1,12/12/1951,2,09/21/1989,0,122,1,2,4/2/1984,1
489411395,1/7/2008,1,0,2.31,0,GPU-346799,05/29/1992,77,1000,1,0,05/16/1946,2,03/17/1993,0,58,1,2,9/9/1985,1
923803600,5/11/2008,3,0,380.93,0,BGB-352765,8/11/2004,1043,2000,2,0,4/2/1970,4,9/5/1998,0,74,0,1,10/10/1999,1
585922602,11/20/2008,3,0,45.69,0,YBE-044929,4/4/2008,123,1000,3,0,02/14/1984,1,01/29/2007,0,23,1,4,09/16/2007,1
589798275,04/23/2008,3,1,150,0,CBQ-978628,5/11/1978,150,1000,2,0,2/8/1941,2,10/17/1976,0,154,1,3,11/4/1965,1
520010409,2/11/2008,5,0,9.54,0,VNG-483504,10/21/2004,122,1000,3,1,8/10/1975,4,12/15/2008,0,46,1,4,10/15/2002,1
2151435,03/21/2008,5,0,8.37,0,MKC-574435,7/10/2003,170,1000,4,0,10/28/1964,4,06/21/2004,0,46,1,2,10/2/2003,1
242904774,10/13/2008,1,0,5.43,0,TZW-964636,6/6/2004,129,1000,1,1,04/13/1977,3,6/9/2006,0,20,1,2,12/15/2003,1
591339268,08/21/2008,5,0,3.77,1,XEF-281986,06/22/1993,83,3000,3,1,08/20/1947,4,08/21/2000,0,21,0,1,02/21/1985,0
687903839,07/20/2008,3,0,48.33,1,TRC-653877,09/22/2007,100,200,2,0,2/10/1987,1,09/21/2004,0,21,0,1,06/29/2006,1
360302099,04/21/2008,4,1,563,0,LLQ-863888,11/12/1986,563,2000,4,0,6/6/1953,3,02/22/1990,0,104,0,1,07/17/1978,1
386532103,08/22/2008,4,0,61.08,1,AQE-960230,08/21/1997,97,500,2,1,01/22/1963,1,04/28/1989,0,79,1,5,08/18/1991,1
814265510,08/31/2008,5,0,3.14,0,IUL-733842,10/14/2006,77,2000,1,0,07/30/1987,2,04/28/2008,0,14,0,3,08/28/2006,1
10215068,6/3/2008,2,0,10.85,0,OPU-143257,11/17/2006,79,1000,1,1,10/10/1968,3,5/1/2007,0,28,1,5,12/6/2006,1
234742930,06/21/2008,3,1,447,0,MSP-238886,07/31/2000,447,2000,2,1,4/12/1970,1,03/15/1996,0,58,1,2,03/20/1995,1
796344731,8/7/2008,1,0,2.06,0,RTG-886996,2/5/1994,71,1000,3,0,5/5/1943,4,10/15/2001,0,120,1,2,8/5/1986,1
81657216,07/20/2008,2,0,6.08,0,JYQ-155767,05/23/1995,88,2000,2,1,11/11/1969,3,12/13/2007,0,24,0,2,08/13/1994,1
803045646,11/16/2008,1,0,4.23,0,PDX-326989,11/29/1981,59,200,1,0,04/27/1930,1,09/20/1990,1,11,1,2,8/2/1977,1
335909977,08/18/2008,3,0,112.07,0,PUV-874219,05/31/1993,272,1000,1,1,3/9/1958,2,10/1/1998,0,79,1,7,07/19/1985,1
850560094,5/4/2008,5,0,2.64,0,WLD-227970,03/20/2001,99,3000,2,1,1/1/1975,4,05/26/2004,0,66,0,1,01/17/2000,1
185837581,08/23/2008,1,0,14.05,0,CZI-305142,9/10/1985,377,2000,1,1,06/14/1949,2,11/28/1986,0,63,1,2,03/28/1977,1
318903905,8/9/2008,1,0,5.69,0,WYK-680037,1/3/2008,112,500,3,1,03/29/1987,2,8/6/2007,0,31,0,2,12/22/2007,1
187381494,1/7/2008,3,0,267.12,0,POB-910306,01/26/2008,651,1000,4,1,10/22/1989,2,2/7/2008,0,29,0,1,01/26/2008,1
227144841,9/11/2008,2,0,11.86,0,GYN-186771,08/22/1997,122,3000,1,1,7/12/1952,1,11/16/1996,0,49,1,5,12/16/1988,0
940061465,10/8/2008,1,0,10.15,0,JOA-406313,09/24/1999,247,1000,3,1,12/15/1963,4,08/14/2001,0,49,1,4,11/12/1992,1
509313186,02/19/2008,5,0,16.87,0,NRR-758557,4/8/1973,241,3000,3,0,9/9/1948,3,12/15/2000,0,106,0,1,04/19/1972,1
323001406,11/7/2008,1,0,5.24,1,ZDT-564904,2/8/2007,88,1000,1,0,07/20/1980,1,10/22/2006,0,23,1,4,06/30/2003,0
267904461,06/29/2008,1,0,9.05,0,ZIK-177261,7/6/1999,210,1000,2,0,07/16/1972,3,5/12/2001,0,45,0,1,10/3/1999,1
430704038,4/9/2008,5,0,30.98,0,PGE-105477,04/14/1998,571,3000,1,0,09/25/1932,3,5/4/1971,1,132,0,1,04/18/1997,1
754629771,07/24/2008,5,0,23.66,0,BLR-909524,12/6/1992,343,2000,1,1,01/20/1956,2,11/24/1999,0,70,1,3,3/12/1984,1
314373377,5/4/2008,1,0,16.03,1,GSO-896560,04/17/2003,308,3000,3,1,01/26/1973,2,10/15/2005,0,36,1,2,11/15/1998,1
956934147,01/24/2008,1,0,11.3,0,ABR-671575,02/28/1999,286,1000,5,0,2/11/1949,2,10/18/1981,1,38,0,3,05/16/1993,1
414273405,07/27/2008,5,0,2.91,1,DXL-203186,07/21/2006,73,3000,5,1,6/1/1982,3,12/16/2004,0,17,1,2,02/13/2004,1
483430185,12/11/2008,4,0,262.01,0,NQA-549932,05/16/1991,717,3000,2,0,2/9/1945,3,01/27/1971,1,89,0,1,07/13/1984,1
790934372,06/16/2008,4,1,696,0,QSK-602192,12/26/1993,696,3000,5,0,08/30/1967,2,03/24/1996,0,130,0,1,08/15/1992,1
551339268,07/18/2008,1,0,9.26,0,WUL-727810,08/19/1995,162,2000,4,1,5/12/1967,5,01/30/2007,0,21,1,4,4/9/1993,1
729955467,11/4/2008,3,0,78.78,1,FLY-722428,06/16/1993,218,3000,1,1,10/24/1954,1,3/9/2005,0,30,0,1,12/7/1983,1
768415113,01/25/2008,3,1,252,0,AYC-961101,5/4/1990,252,1000,3,0,07/14/1931,2,10/6/1975,1,47,0,1,9/9/1987,1
283195403,8/11/2008,1,0,3.52,0,ZFV-778416,11/17/2004,101,1000,5,0,07/20/1983,4,9/11/2008,0,17,1,3,11/22/2003,1
824295206,10/21/2008,3,0,58.33,0,SXS-524081,9/8/2002,180,1000,2,0,11/6/1977,2,12/7/2004,0,21,0,1,09/14/2001,1
327973702,1/11/2008,4,1,713,0,BTS-661790,10/27/1993,713,1000,2,1,12/10/1955,2,01/24/1989,0,68,0,1,04/25/1988,1
887878833,07/21/2008,2,0,25.64,0,KFC-623316,07/20/2000,203,500,1,0,6/7/1975,2,01/28/2007,0,51,0,2,2/12/1996,1
97957164,08/29/2008,1,0,5.21,0,GJM-782219,03/21/2004,116,1000,5,1,02/14/1978,3,03/14/2007,0,25,1,2,8/5/1998,1
102462566,12/2/2008,1,0,6.21,0,AQE-061136,07/21/1989,129,1000,1,1,06/29/1954,3,8/6/1991,0,102,1,5,10/30/1983,1
944228999,10/25/2008,3,1,1004,0,FZD-522142,11/16/2003,1004,3000,3,1,12/6/1973,3,12/11/2000,0,110,1,5,9/9/1998,1
921359775,11/21/2008,5,0,18.93,0,DJC-005329,01/18/2003,405,1000,1,1,05/27/1981,2,6/6/2002,0,64,0,1,05/25/2002,1
106106653,04/15/2008,3,0,49.51,0,FGI-449345,09/28/2000,107,500,2,0,8/7/1968,1,04/15/2004,0,29,1,5,12/6/1995,1
85755270,08/31/2008,2,0,119.29,0,YNK-851763,09/23/1983,1010,3000,4,0,05/23/1952,5,5/7/1996,0,260,1,5,1/4/1974,1
258120668,06/14/2008,4,0,214.08,0,EPW-288581,6/11/2001,491,2000,3,0,10/25/1952,1,04/26/1991,0,113,0,2,10/28/1994,1
790378153,05/21/2008,2,0,14.2,0,LWW-688477,08/29/1979,198,3000,1,0,02/21/1938,1,11/15/1975,1,79,1,2,02/14/1974,1
417845399,02/18/2008,2,0,5.34,0,LST-239047,09/21/2001,66,500,4,0,2/12/1948,2,12/7/1971,1,30,0,2,07/16/1994,0
451086351,8/11/2008,4,0,536.48,0,ZNA-831511,03/23/1997,1345,2000,1,0,12/4/1961,3,6/11/1988,0,50,0,1,11/12/1988,1
582538578,03/13/2008,3,0,191.24,1,TOD-335032,11/13/1972,465,3000,2,1,6/1/1934,2,04/25/1986,0,51,1,2,4/5/1965,1
539229884,08/31/2008,1,0,3.84,0,EXV-603550,02/24/1999,94,1000,1,0,01/15/1957,2,10/19/1989,0,102,1,4,9/2/1997,1
519285712,09/21/2008,3,0,130.17,1,SDX-209286,03/18/2003,393,2000,2,1,04/20/1975,2,12/21/2005,0,52,0,2,11/21/1997,1
743167669,10/30/2008,1,0,71.15,0,UXS-400364,9/9/1994,1310,2000,3,0,09/19/1968,3,12/31/2002,0,64,0,4,3/4/1993,1
227463227,05/22/2008,1,0,17.49,0,TRS-220959,8/6/1989,344,1000,1,1,04/20/1948,2,07/14/1986,0,71,1,2,3/10/1988,1
517226987,10/9/2008,3,0,42.91,0,WKY-828375,07/27/1991,126,200,1,0,09/20/1929,4,5/12/2003,1,16,1,2,1/1/1986,1
42022046,5/1/2008,2,0,32.39,0,ZMG-457740,04/27/2002,256,1000,5,0,12/21/1960,1,01/26/1994,0,121,1,5,8/11/1995,1
554227140,10/14/2008,1,0,6.65,0,PWW-892787,12/29/1992,64,1000,1,0,6/6/1963,2,01/18/2006,0,24,1,2,11/15/1986,1
473938884,11/19/2008,5,0,8.36,0,LWC-905360,09/24/1992,156,3000,3,1,02/21/1957,1,6/10/2001,0,49,0,1,1/3/1986,1
628642986,10/21/2008,3,0,52.9,0,FQS-196350,12/13/1991,139,2000,1,0,03/19/1945,2,10/27/1989,0,78,0,1,11/18/1982,1
595275570,02/27/2008,5,0,11.52,0,QCY-270638,05/20/1990,130,500,4,0,04/30/1951,3,02/16/2003,0,69,1,4,01/28/1983,1
639017394,05/24/2008,4,1,224,0,NCA-896729,02/24/1993,224,2000,5,1,09/13/1954,2,07/13/1987,0,79,0,1,03/17/1985,1
392095624,01/21/2008,2,0,7.12,0,AXO-958582,01/21/1986,75,500,1,0,09/30/1954,3,07/14/1990,0,68,1,6,08/13/1979,1
467887974,09/27/2008,5,0,4.35,0,BWB-201074,2/5/2001,62,1000,5,1,02/14/1974,1,8/2/1999,0,39,1,4,1/3/1994,1
518565655,02/16/2008,4,1,208,0,SQO-880491,10/1/1993,208,2000,1,1,9/9/1940,2,04/29/1986,0,67,0,1,01/23/1983,1
215702732,3/7/2008,3,0,43.63,0,OMY-163739,02/25/2000,109,1000,3,1,9/9/1973,2,04/20/2001,0,45,1,3,6/11/1998,1
248283716,05/24/2008,4,0,107.39,0,MWN-909139,11/27/1976,274,1000,3,0,05/19/1934,4,3/10/2003,1,16,1,2,04/16/1974,1
200357300,06/29/2008,3,1,456,0,GWA-550412,4/10/1992,456,2000,4,0,12/19/1965,1,09/27/1989,0,68,0,1,3/5/1990,0
999773680,10/13/2008,3,0,45.75,0,CFK-997803,11/30/1984,93,1000,1,0,2/11/1944,1,3/12/1983,1,21,0,1,6/6/1980,1
65273159,4/5/2008,5,0,9.8,0,TXT-592897,04/26/2001,264,3000,3,1,02/19/1958,1,11/20/1997,0,65,0,1,10/25/1995,1
163331851,11/8/2008,5,0,9.61,0,ASC-382723,03/25/1994,140,3000,1,1,5/2/1962,2,01/19/1998,0,89,1,6,2/7/1987,1
27906294,12/1/2008,1,0,6.7,0,JPS-871675,02/13/2004,196,1000,3,1,11/10/1972,2,6/1/2004,0,37,1,2,7/12/1998,0
614591058,05/22/2008,1,0,10.28,0,YEN-929314,08/22/1987,116,1000,3,1,11/20/1946,2,05/30/1985,0,72,0,1,03/21/1981,1
91318527,03/28/2008,4,1,844,0,GAY-907892,2/6/1978,844,3000,3,1,11/28/1949,3,09/16/1979,0,294,1,2,1/12/1971,1
759530065,01/24/2008,5,0,2.88,0,OEV-137443,09/15/1984,125,2000,1,1,7/11/1947,2,11/23/1983,1,59,0,3,3/3/1978,1
281064603,01/27/2008,5,0,5.95,0,ZYZ-341223,10/16/1977,138,1000,5,0,7/1/1952,4,01/21/2003,0,46,1,2,01/21/1976,1
153648590,1/10/2008,4,0,60.74,0,COZ-790282,10/17/2003,123,1000,2,0,2/6/1961,3,07/14/1997,0,68,0,1,07/21/2002,1
361239612,07/24/2008,5,0,3.86,0,WYM-417184,10/22/1978,94,2000,1,0,11/7/1946,2,08/23/1985,0,163,1,2,08/24/1972,1
337755512,10/18/2008,2,0,54.29,0,BKA-291916,4/9/1998,578,3000,1,0,12/25/1962,2,06/22/1997,0,77,0,1,11/18/1991,1
544749413,03/23/2008,2,1,48.21,0,ZBI-817313,03/22/1988,183,1000,3,1,08/16/1957,5,12/7/1996,0,50,1,2,1/6/1978,1
35984512,5/6/2008,5,0,11.31,0,ELA-535864,01/14/1978,212,3000,5,0,08/13/1932,1,7/9/1966,1,44,1,2,2/1/1972,1
858756468,10/25/2008,2,0,11.35,0,XGK-312792,1/9/1991,82,1000,3,1,01/19/1938,1,11/28/1965,1,31,0,1,10/5/1984,1
91068551,07/25/2008,4,1,225,0,MYO-582711,12/20/1978,225,3000,3,1,05/13/1954,2,6/8/2000,0,39,1,4,04/20/1974,1
73325412,01/15/2008,1,0,6.92,0,IVG-013381,4/1/2008,73,500,1,0,09/13/1989,2,6/8/2008,0,16,0,3,4/1/2008,1
383854408,03/30/2008,5,0,8.74,0,WMW-659738,04/14/1995,205,3000,1,0,11/5/1967,3,08/17/2004,0,27,1,3,07/28/1989,1
237599007,2/11/2008,5,0,22.9,0,MTR-467155,11/28/1983,366,2000,1,0,04/22/1955,4,4/9/1999,0,310,1,3,01/31/1981,1
908222439,10/14/2008,3,0,48.57,0,RDM-815617,05/15/2001,109,1000,4,1,12/1/1963,4,07/21/2006,0,71,1,4,02/17/1997,1
577524554,1/3/2008,3,0,61.99,0,PMZ-950909,10/28/2004,122,3000,3,1,09/22/1981,3,10/6/2007,0,68,1,5,05/29/2004,1
635577903,11/3/2008,4,0,72.58,0,YOG-480427,3/2/2007,194,2000,4,0,11/17/1975,3,4/5/2007,0,48,1,5,11/21/2001,1
144493368,6/10/2008,5,0,7.92,0,DGG-260819,09/21/2002,184,3000,2,0,7/12/1972,2,6/1/1994,0,40,0,1,06/22/1996,1
444707012,09/15/2008,5,0,14.75,0,UAY-482710,8/3/1977,262,1000,2,1,4/1/1946,4,1/8/1992,0,139,0,1,06/17/1966,1
322004367,01/14/2008,1,0,76.74,1,ORK-587809,3/3/2005,1002,2000,3,1,12/22/1982,4,10/7/2007,0,54,1,3,04/27/2003,0
514977987,02/20/2008,1,0,2.47,0,ZHC-043452,05/17/2001,102,3000,3,0,07/27/1960,3,01/22/1994,0,85,1,2,6/3/1996,1
112599163,7/2/2008,1,0,6.69,0,MXH-471508,01/14/1978,128,1000,3,0,7/4/1934,2,11/1/1972,1,16,0,1,1/8/1969,1
933976534,11/24/2008,3,1,188,0,SNM-313763,05/17/1996,188,2000,2,1,11/7/1950,1,12/31/2004,0,32,1,5,11/1/1995,0
400029650,12/8/2008,3,1,210,0,KFO-914936,9/10/2004,210,3000,1,1,08/30/1978,1,8/3/2000,0,55,1,5,03/24/2001,1
683856388,9/8/2008,5,0,62.14,0,OEC-941865,10/17/1992,1081,3000,2,1,08/17/1956,3,8/6/1990,0,98,0,1,12/13/1990,1
974609656,11/26/2008,2,0,12.76,0,TRR-359492,7/8/1977,157,3000,2,1,09/28/1945,1,09/24/1968,1,51,1,2,1/9/1973,1
450448853,08/15/2008,3,0,28.96,0,VFZ-797704,02/15/2005,104,1000,2,1,09/30/1974,2,05/24/2006,0,32,1,2,09/20/1999,1
658778932,10/30/2008,3,0,65.83,1,OUI-861006,07/13/1991,154,1000,2,0,9/11/1929,4,05/22/1975,1,42,1,2,10/12/1987,1
432874824,03/15/2008,2,0,10.32,0,IFN-702033,9/3/2008,102,500,2,1,7/1/1988,3,01/19/2008,0,23,1,4,06/22/2008,1
175566473,10/31/2008,1,0,32.97,0,QRN-658128,12/9/2004,432,1000,5,0,2/6/1947,1,10/12/2004,1,10,0,3,10/22/1998,1
183018015,3/6/2008,5,0,34.28,0,ONM-291287,03/16/1994,637,3000,3,0,02/16/1960,3,07/20/1992,0,173,0,1,08/31/1987,1
491846517,5/3/2008,5,0,10.4,0,UYZ-121701,06/28/1996,264,1000,5,0,04/21/1946,1,11/1/1995,0,57,0,1,10/31/1989,1
80976765,02/15/2008,3,0,116.51,1,VTC-259893,5/1/1988,281,2000,2,1,10/28/1940,1,11/8/1994,0,33,0,1,09/26/1978,1
53161771,11/9/2008,3,0,39.37,0,ACV-541787,05/15/1971,94,3000,4,0,10/25/1934,5,07/17/1974,1,38,1,2,03/13/1959,1
571199217,07/20/2008,3,0,150.16,0,WXZ-353674,5/8/1999,389,2000,1,0,3/2/1971,5,01/16/2002,0,60,0,1,1/5/1994,1
189557704,10/13/2008,1,0,33.26,0,RZW-659108,07/29/1977,624,3000,1,0,01/26/1943,3,09/19/1972,1,104,0,1,2/9/1965,1
222722905,9/7/2008,1,0,30.78,0,JEC-751443,10/26/2004,524,1000,4,1,11/24/1977,2,6/7/2005,0,28,1,2,8/5/1999,1
821004900,2/2/2008,2,0,10.98,0,BOL-200779,05/14/1987,115,500,5,0,10/15/1952,1,10/21/2003,0,26,0,1,6/11/1975,1
104132794,04/18/2008,5,0,59.48,0,WMK-735955,10/30/2001,1126,3000,1,0,11/28/1967,2,11/23/1999,0,97,1,5,9/9/1994,1
663051096,4/7/2008,4,1,416,0,RVM-824270,12/14/1995,416,1000,2,1,01/30/1937,1,6/6/1983,0,160,0,1,06/27/1989,1
591954548,06/26/2008,5,0,2.6,1,GIE-553876,01/17/2008,94,3000,3,1,12/21/1990,2,04/17/2008,0,26,1,5,01/17/2008,1
192149737,08/28/2008,5,1,5.13,0,TFK-712009,02/18/1994,76,1000,3,0,01/16/1972,2,10/3/2006,0,32,1,3,12/17/1992,1
158560815,02/14/2008,2,0,17.6,0,AIH-138941,1/8/1992,157,2000,3,1,11/8/1929,3,03/31/1976,1,44,0,1,11/10/1986,1
589862861,10/28/2008,4,1,681,0,WCL-915198,09/19/1997,681,2000,4,1,05/15/1954,1,06/14/2000,0,40,1,3,07/30/1991,1
109206838,3/11/2008,1,0,10.04,0,RGV-189970,3/8/2004,118,1000,3,0,05/26/1980,4,1/10/2007,0,46,1,2,07/19/2001,0
955501413,10/26/2008,3,0,70.45,0,YPH-026456,05/16/1996,161,1000,3,1,9/2/1946,3,12/16/2003,0,59,0,1,12/22/1994,0
609082537,10/21/2008,1,0,11.34,0,VPN-423431,08/17/1974,247,1000,1,0,11/20/1946,2,01/14/2004,0,30,0,1,08/27/1966,1
736041105,06/16/2008,1,0,6.65,1,IZI-091948,11/28/2007,153,1000,1,0,6/7/1961,4,10/29/2002,0,59,1,2,09/23/2004,1
721759240,07/28/2008,5,0,25.3,0,WED-850694,04/26/2008,389,2000,2,1,8/10/1990,2,3/10/2008,0,36,1,3,04/26/2008,1
464841201,04/28/2008,5,0,9.39,0,FDH-676010,10/18/1989,263,3000,3,1,07/25/1960,3,4/8/2000,0,120,0,3,01/31/1984,1
57299873,3/8/2008,1,0,15.65,0,UBP-920278,10/15/2007,303,1000,4,0,05/23/1988,3,01/16/2008,0,20,1,3,2/9/2007,1
9403631,3/7/2008,5,0,12.15,0,JFD-990325,3/9/2004,211,500,5,0,4/2/1937,4,11/13/1976,1,67,1,2,4/8/1999,1
918279454,9/5/2008,2,0,119.78,0,CIC-353376,11/13/1983,1121,2000,1,1,09/22/1958,4,8/5/1999,0,153,1,2,03/16/1982,1
776337996,06/20/2008,2,1,40.37,0,AJY-066175,02/22/1989,143,1000,3,1,05/23/1954,4,08/14/2001,0,202,0,1,06/29/1983,1
9033087,05/27/2008,4,0,28.98,0,RWZ-695559,03/27/2007,69,500,2,0,01/21/1987,2,11/7/2006,0,20,0,1,12/22/2006,1
348333176,08/22/2008,1,0,7.75,0,HEZ-875840,7/9/1998,173,1000,4,0,07/27/1968,4,6/8/2005,0,48,0,1,5/4/1998,1
962577856,11/16/2008,1,0,10.02,0,UCU-069906,10/10/1993,178,3000,3,1,09/19/1955,1,07/13/1980,0,169,1,2,03/20/1988,1
406922100,01/16/2008,4,1,71,0,TCU-992605,1/7/2003,71,1000,2,1,8/1/1980,4,03/18/2008,0,21,0,1,8/11/1999,0
304837670,04/26/2008,2,0,51.3,0,BNP-731452,3/3/2003,475,1000,1,1,09/25/1974,2,05/24/2004,0,24,1,2,12/23/1997,1
221227709,08/24/2008,3,1,338,0,ETA-456517,8/7/1973,338,3000,1,1,09/27/1930,1,8/12/1998,0,22,0,1,2/11/1957,1
73447692,06/14/2008,4,0,100.07,0,FTC-449179,01/28/1977,279,1000,2,0,12/6/1934,4,2/4/1985,1,26,0,1,05/24/1969,1
236110075,7/10/2008,4,1,87,0,WIW-640572,3/1/2008,87,1000,4,1,08/13/1985,1,02/21/2007,0,19,0,1,7/8/2006,1
